,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3
0,Avengers: Infinity War,BV,2048.4,678.8,33.1,1369.5,66.9,2018,"Action, Adventure, Sci-Fi",8.5,68,609291,Action, Adventure, Sci-Fi
1,Black Panther,BV,1346.9,700.1,52,646.9,48,2018,"Action, Adventure, Sci-Fi",7.3,88,484618,Action, Adventure, Sci-Fi
2,Jurassic World: Fallen Kingdom,Uni.,1309.5,417.7,31.9,891.8,68.1,2018,"Action, Adventure, Sci-Fi",6.2,51,206471,Action, Adventure, Sci-Fi
3,Incredibles 2,BV,1242.8,608.6,49,634.2,51,2018,"Animation, Action, Adventure",7.7,80,189268,Animation, Action, Adventure
4,Aquaman,WB,1146.9,334.8,29.2,812.1,70.8,2018,"Action, Adventure, Fantasy",7.2,55,210821,Action, Adventure, Fantasy
5,Bohemian Rhapsody,Fox,889.3,216,24.3,673.4,75.7,2018,"Biography, Drama, Music",8.1,49,310691,Biography, Drama, Music
6,Mission: Impossible - Fallout,Par.,791.1,220.2,27.8,571,72.2,2018,"Action, Adventure, Thriller",7.8,86,221922,Action, Adventure, Thriller
7,Deadpool 2,Fox,778.9,318.5,40.9,460.5,59.1,2018,"Action, Adventure, Comedy",7.8,66,365627,Action, Adventure, Comedy
8,Fantastic Beasts: The Crimes of Grindelwald,WB,653.7,159.6,24.4,494.1,75.6,2018,"Adventure, Family, Fantasy",6.7,52,144196,Adventure, Family, Fantasy
9,Ant-Man & the Wasp,BV,622.7,216.6,34.8,406,65.2,2018,"Action, Adventure, Comedy",7.1,70,212329,Action, Adventure, Comedy
10,Ready Player One,WB,582.9,137.7,23.6,445.2,76.4,2018,"Action, Adventure, Sci-Fi",7.5,64,289104,Action, Adventure, Sci-Fi
11,The Meg,WB,530.2,145.4,27.4,384.8,72.6,2018,"Action, Horror, Sci-Fi",5.7,46,102230,Action, Horror, Sci-Fi
12,Hotel Transylvania 3: Summer Vacation,Sony,528.6,167.5,31.7,361.1,68.3,2018,"Animation, Adventure, Comedy",6.3,54,39051,Animation, Adventure, Comedy
13,Ralph Breaks the Internet,BV,527.5,201,38.1,326.5,61.9,2018,"Animation, Adventure, Comedy",7.2,71,71138,Animation, Adventure, Comedy
14,Bumblebee,Par.,462.5,127.2,27.5,335.3,72.5,2018,"Action, Adventure, Sci-Fi",7,66,65760,Action, Adventure, Sci-Fi
15,Mamma Mia! Here We Go Again,Uni.,394.7,120.6,30.6,274.1,69.4,2018,"Comedy, Musical, Romance",6.8,60,54903,Comedy, Musical, Romance
16,Solo: A Star Wars Story,BV,392.9,213.8,54.4,179.2,45.6,2018,"Action, Adventure, Fantasy",7,62,213274,Action, Adventure, Fantasy
17,Fifty Shades Freed,Uni.,371.9,100.4,27,271.5,73,2018,"Drama, Romance, Thriller",4.5,31,42008,Drama, Romance, Thriller
18,The Nun,WB (NL),365.6,117.5,32.1,248.1,67.9,2018,"Horror, Mystery, Thriller",5.4,46,81934,Horror, Mystery, Thriller
19,Peter Rabbit,Sony,351.3,115.3,32.8,236,67.2,2018,"Animation, Adventure, Comedy",6.6,51,26580,Animation, Adventure, Comedy
20,Mary Poppins Returns,BV,348.8,171.8,49.3,176.9,50.7,2018,"Comedy, Family, Fantasy",7,66,41061,Comedy, Family, Fantasy
21,A Quiet Place,Par.,340.9,188,55.1,152.9,44.9,2018,"Drama, Horror, Mystery",7.6,82,286722,Drama, Horror, Mystery
22,Skyscraper,Uni.,304.9,68.4,22.4,236.4,77.6,2018,"Action, Adventure, Thriller",5.8,51,74418,Action, Adventure, Thriller
23,Ocean's 8,WB,297.7,140.2,47.1,157.5,52.9,2018,"Action, Comedy, Crime",6.2,61,134403,Action, Comedy, Crime
24,Green Book,Uni.,294.6,84,28.5,210.6,71.5,2018,"Biography, Comedy, Drama",8.3,69,158162,Biography, Comedy, Drama
25,Maze Runner: The Death Cure,Fox,288.3,58,20.1,230.2,79.9,2018,"Action, Sci-Fi, Thriller",6.2,50,87523,Action, Sci-Fi, Thriller
26,Tomb Raider,WB,274.7,58.3,21.2,216.4,78.8,2018,"Action, Adventure, Fantasy",6.3,48,157058,Action, Adventure, Fantasy
27,Crazy Rich Asians,WB,238.5,174.5,73.2,64,26.8,2018,"Comedy, Romance",7,74,84875,Comedy, Romance,
28,Paddington 2,WB,227.3,40.9,18,186.4,82,2018,"Adventure, Comedy, Family",7.9,88,44429,Adventure, Comedy, Family
29,Smallfoot,WB,214.1,83.2,38.9,130.9,61.1,2018,"Animation, Adventure, Comedy",6.7,60,20840,Animation, Adventure, Comedy
30,Creed II,MGM,213.9,115.7,54.1,98.2,45.9,2018,"Drama, Sport",7.3,66,60280,Drama, Sport,
31,The Equalizer 2,Sony,190.4,102.1,53.6,88.3,46.4,2018,"Action, Crime, Thriller",6.7,50,88387,Action, Crime, Thriller
32,The Nutcracker & the Four Realms,BV,173.9,54.9,31.5,119.1,68.5,2018,"Adventure, Family, Fantasy",5.5,39,16289,Adventure, Family, Fantasy
33,Insidious: The Last Key,Uni.,167.9,67.7,40.4,100.1,59.6,2018,"Horror, Mystery, Thriller",5.7,49,40194,Horror, Mystery, Thriller
34,The Mule,WB,166.7,103.8,62.3,62.9,37.7,2018,"Crime, Drama, Thriller",7.1,58,32316,Crime, Drama, Thriller
35,Red Sparrow,Fox,151.6,46.9,30.9,104.7,69.1,2018,"Action, Drama, Thriller",6.6,53,131527,Action, Drama, Thriller
36,The First Purge,Uni.,137,69.5,50.7,67.5,49.3,2018,"Action, Horror, Sci-Fi",5.1,54,38356,Action, Horror, Sci-Fi
37,A Wrinkle in Time,BV,132.7,100.5,75.7,32.2,24.3,2018,"Adventure, Family, Fantasy",4.2,53,33723,Adventure, Family, Fantasy
38,The Commuter,LGF,119.9,36.3,30.3,83.6,69.7,2018,"Action, Mystery, Thriller",6.3,56,79581,Action, Mystery, Thriller
39,Instant Family,Par.,118.8,67.4,56.7,51.5,43.3,2018,"Comedy, Drama",7.4,57,33771,Comedy, Drama,
40,Game Night,WB (NL),117.7,69.2,58.8,48.5,41.2,2018,"Action, Comedy, Crime",7,66,154898,Action, Comedy, Crime
41,First Man,Uni.,105.4,44.9,42.6,60.5,57.4,2018,"Biography, Drama, History",7.4,84,108845,Biography, Drama, History
42,Alpha,Studio 8,98.2,35.9,36.5,62.3,63.5,2018,"Adventure, Drama, Family",6.7,63,37792,Adventure, Drama, Family
43,A Simple Favor,LGF,97.5,53.5,54.9,43.9,45.1,2018,"Comedy, Crime, Drama",6.9,67,75435,Comedy, Crime, Drama
44,Truth or Dare,Uni.,95.3,41.4,43.4,53.9,56.6,2018,"Horror, Thriller",5.1,35,31284,Horror, Thriller,
45,I Feel Pretty,STX,94.5,48.8,51.6,45.7,48.4,2018,"Comedy, Romance",5.4,48,37156,Comedy, Romance,
46,The Favourite,FoxS,94.1,34.2,36.3,59.9,63.7,2018,"Biography, Comedy, Drama",7.7,90,98273,Biography, Comedy, Drama
47,Blockers,Uni.,94,60.3,64.1,33.7,35.9,2018,Comedy,6.2,69,53918,Comedy,,
48,Goosebumps 2: Haunted Halloween,Sony,93.3,46.7,50,46.6,50,2018,"Adventure, Comedy, Family",5.6,53,9770,Adventure, Comedy, Family
49,BlacKkKlansman,Focus,91.7,49.3,53.7,42.4,46.3,2018,"Biography, Crime, Drama",7.5,83,130117,Biography, Crime, Drama
50,Sherlock Gnomes,Par.,90.3,43.2,47.9,47.1,52.1,2018,"Animation, Adventure, Comedy",5.1,36,7543,Animation, Adventure, Comedy
51,Den of Thieves,STX,80.5,44.9,55.8,35.6,44.2,2018,"Action, Crime, Drama",7,49,66431,Action, Crime, Drama
52,Hereditary,A24,79.3,44.1,55.5,35.3,44.5,2018,"Drama, Horror, Mystery",7.3,87,139664,Drama, Horror, Mystery
53,Tag,WB (NL),78.1,54.7,70.1,23.4,29.9,2018,Comedy,6.6,56,76421,Comedy,,
54,Widows,Fox,76,42.4,55.8,33.6,44.2,2018,"Crime, Drama, Thriller",7,84,53471,Crime, Drama, Thriller
55,Sicario: Day of the Soldado,Sony,75.8,50.1,66,25.8,34,2018,"Action, Crime, Drama",7.1,61,87827,Action, Crime, Drama
56,Searching,SGem,75.5,26,34.5,49.4,65.5,2018,"Drama, Mystery, Thriller",7.7,71,87023,Drama, Mystery, Thriller
57,The Spy Who Dumped Me,LGF,75.3,33.6,44.6,41.8,55.4,2018,"Action, Adventure, Comedy",6,52,43325,Action, Adventure, Comedy
58,Vice,Annapurna,72.6,47.8,65.9,24.8,34.1,2018,"Biography, Comedy, Drama",7.2,61,53311,Biography, Comedy, Drama
59,Second Act,STX,72.3,39.3,54.3,33,45.7,2018,"Comedy, Drama, Romance",5.8,46,9100,Comedy, Drama, Romance
60,Book Club,Par.,68.6,68.6,100,,0,2018,"Comedy, Drama, Romance",6.1,53,17004,Comedy, Drama, Romance
61,12 Strong,WB,67.5,45.8,67.9,21.6,32.1,2018,"Action, Drama, History",6.6,54,47691,Action, Drama, History
62,"Love, Simon",Fox,66.3,40.8,61.6,25.5,38.4,2018,"Comedy, Drama, Romance",7.6,72,77698,Comedy, Drama, Romance
63,Mile 22,STX,66.3,36.1,54.5,30.2,45.5,2018,"Action, Adventure, Thriller",6.1,38,43984,Action, Adventure, Thriller
64,Life of the Party,WB (NL),65.9,53.1,80.6,12.8,19.4,2018,Comedy,5.5,46,24021,Comedy,,
65,Adrift,STX,59.9,31.4,52.5,28.5,47.5,2018,"Action, Adventure, Biography",6.6,56,31437,Action, Adventure, Biography
66,The 15:17 to Paris,WB,57.1,36.3,63.6,20.8,36.4,2018,"Biography, Drama",5.2,45,20794,Biography, Drama,
67,Peppermint,STX,52.7,35.4,67.2,17.3,32.8,2018,"Action, Crime, Drama",6.5,29,32121,Action, Crime, Drama
68,Slender Man,SGem,51.7,30.6,59.1,21.2,40.9,2018,"Horror, Mystery, Thriller",3.2,30,17453,Horror, Mystery, Thriller
69,Uncle Drew,LG/S,46.7,42.5,91,4.2,9,2018,"Comedy, Sport",5.7,57,8930,Comedy, Sport,
70,Holmes & Watson,Sony,40.5,30.6,75.6,9.9,24.4,2018,"Adventure, Comedy, Crime",3.6,24,11389,Adventure, Comedy, Crime
71,The Hate U Give,Fox,34.9,29.7,85.1,5.2,14.9,2018,"Crime, Drama",7.2,81,14937,Crime, Drama,
72,On the Basis of Sex,Focus,34,24.6,72.4,9.4,27.6,2018,"Biography, Drama",6.7,59,6629,Biography, Drama,
73,Nobody's Fool,Par.,33.5,31.7,94.6,1.8,5.4,2018,"Comedy, Drama, Romance",4.5,39,3037,Comedy, Drama, Romance
74,White Boy Rick,Studio 8,25.9,24,92.8,1.9,7.2,2018,"Crime, Drama",6.5,59,13400,Crime, Drama,
75,Winchester,LGF,25.1,25.1,100,,0,2018,"Biography, Drama, Fantasy",5.4,28,23141,Biography, Drama, Fantasy
76,Star Wars: The Last Jedi,BV,1332.5,620.2,46.5,712.4,53.5,2017,"Action, Adventure, Fantasy",7.2,85,450825,Action, Adventure, Fantasy
77,The Fate of the Furious,Uni.,1236,226,18.3,1010,81.7,2017,"Action, Crime, Thriller",6.7,56,176105,Action, Crime, Thriller
78,Despicable Me 3,Uni.,1034.8,264.6,25.6,770.2,74.4,2017,"Animation, Action, Adventure",6.3,49,89080,Animation, Action, Adventure
79,Jumanji: Welcome to the Jungle,Sony,962.1,404.5,42,557.6,58,2017,"Action, Adventure, Comedy",7,58,234791,Action, Adventure, Comedy
80,Spider-Man: Homecoming,Sony,880.2,334.2,38,546,62,2017,"Action, Adventure, Sci-Fi",7.5,73,401293,Action, Adventure, Sci-Fi
81,Guardians of the Galaxy Vol. 2,BV,863.8,389.8,45.1,473.9,54.9,2017,"Action, Adventure, Comedy",7.7,67,456692,Action, Adventure, Comedy
82,Thor: Ragnarok,BV,854,315.1,36.9,538.9,63.1,2017,"Action, Adventure, Comedy",7.9,74,447007,Action, Adventure, Comedy
83,Wonder Woman,WB,821.8,412.6,50.2,409.3,49.8,2017,"Action, Adventure, Fantasy",7.5,76,473473,Action, Adventure, Fantasy
84,Coco,BV,807.1,209.7,26,597.4,74,2017,"Animation, Adventure, Comedy",8.4,81,263717,Animation, Adventure, Comedy
85,Pirates of the Caribbean: Dead Men Tell No Tales,BV,794.9,172.6,21.7,622.3,78.3,2017,"Action, Adventure, Fantasy",6.6,39,222702,Action, Adventure, Fantasy
86,It,WB (NL),700.4,327.5,46.8,372.9,53.2,2017,"Horror, Thriller",7.4,69,343982,Horror, Thriller,
87,Justice League,WB,657.9,229,34.8,428.9,65.2,2017,"Action, Adventure, Fantasy",6.5,45,318866,Action, Adventure, Fantasy
88,Transformers: The Last Knight,Par.,605.4,130.2,21.5,475.3,78.5,2017,"Action, Adventure, Sci-Fi",5.2,27,115687,Action, Adventure, Sci-Fi
89,Kong: Skull Isl&,WB,566.7,168.1,29.7,398.6,70.3,2017,"Action, Adventure, Fantasy",6.6,62,230714,Action, Adventure, Fantasy
90,The Boss Baby,Fox,528,175,33.1,353,66.9,2017,"Animation, Adventure, Comedy",6.3,50,91175,Animation, Adventure, Comedy
91,Dunkirk,WB,525.2,188,35.8,337.2,64.2,2017,"Action, Drama, History",7.9,94,454963,Action, Drama, History
92,War for the Planet of the Apes,Fox,490.7,146.9,29.9,343.8,70.1,2017,"Action, Adventure, Drama",7.5,82,197198,Action, Adventure, Drama
93,The Greatest Showman,Fox,435,174.3,40.1,260.7,59.9,2017,"Biography, Drama, Musical",7.6,48,193412,Biography, Drama, Musical
94,Kingsman: The Golden Circle,Fox,410.9,100.2,24.4,310.7,75.6,2017,"Action, Adventure, Comedy",6.8,44,223761,Action, Adventure, Comedy
95,Cars 3,BV,383.9,152.9,39.8,231,60.2,2017,"Animation, Adventure, Comedy",6.8,59,57128,Animation, Adventure, Comedy
96,Fifty Shades Darker,Uni.,381.5,114.6,30,267,70,2017,"Drama, Romance",4.6,33,80020,Drama, Romance,
97,The Great Wall,Uni.,334.9,45.5,13.6,289.4,86.4,2017,"Action, Adventure, Fantasy",6,42,109381,Action, Adventure, Fantasy
98,Resident Evil: The Final Chapter,SGem,312.2,26.8,8.6,285.4,91.4,2017,"Action, Horror, Sci-Fi",5.6,49,73617,Action, Horror, Sci-Fi
99,Annabelle: Creation,WB (NL),306.5,102.1,33.3,204.4,66.7,2017,"Horror, Mystery, Thriller",6.5,62,86913,Horror, Mystery, Thriller
100,Wonder,LGF,305.9,132.4,43.3,173.5,56.7,2017,"Drama, Family",8,66,107957,Drama, Family,
101,Ferdin&,Fox,296.1,84.4,28.5,211.7,71.5,2017,"Animation, Adventure, Comedy",6.7,58,38883,Animation, Adventure, Comedy
102,Split,Uni.,278.5,138.3,49.7,140.2,50.3,2017,"Horror, Thriller",7.3,62,341318,Horror, Thriller,
103,Blade Runner 2049,WB,259.2,92.1,35.5,167.2,64.5,2017,"Drama, Mystery, Sci-Fi",8,81,367599,Drama, Mystery, Sci-Fi
104,Get Out,Uni.,255.4,176,68.9,79.4,31.1,2017,"Horror, Mystery, Thriller",7.7,84,380378,Horror, Mystery, Thriller
105,Alien: Covenant,Fox,240.9,74.3,30.8,166.6,69.2,2017,"Horror, Sci-Fi, Thriller",6.4,65,222184,Horror, Sci-Fi, Thriller
106,Baby Driver,TriS,226.9,107.8,47.5,119.1,52.5,2017,"Action, Crime, Drama",7.6,86,351747,Action, Crime, Drama
107,Valerian & the City of a Thous& Planets,STX,225.9,41.2,18.2,184.7,81.8,2017,"Action, Adventure, Fantasy",6.5,51,136629,Action, Adventure, Fantasy
108,Geostorm,WB,221.6,33.7,15.2,187.9,84.8,2017,"Action, Sci-Fi, Thriller",5.3,21,76187,Action, Sci-Fi, Thriller
109,The Emoji Movie,Sony,217.8,86.1,39.5,131.7,60.5,2017,"Animation, Adventure, Comedy",3.2,12,46004,Animation, Adventure, Comedy
110,A Dog's Purpose,Uni.,205,64.5,31.5,140.5,68.5,2017,"Adventure, Comedy, Drama",7.1,43,51472,Adventure, Comedy, Drama
111,Smurfs: The Lost Village,Sony,197.2,45,22.8,152.2,77.2,2017,"Animation, Adventure, Comedy",6,40,15136,Animation, Adventure, Comedy
112,The Shape of Water,FoxS,195.2,63.9,32.7,131.4,67.3,2017,"Adventure, Drama, Fantasy",7.3,87,297549,Adventure, Drama, Fantasy
113,Pitch Perfect 3,Uni.,185.4,104.9,56.6,80.5,43.4,2017,"Comedy, Music",5.8,40,43397,Comedy, Music,
114,The Post,Fox,179.8,81.9,45.6,97.9,54.4,2017,"Biography, Drama, History",7.2,83,104750,Biography, Drama, History
115,Baywatch,Par.,177.9,58.1,32.6,119.8,67.4,2017,"Action, Comedy, Crime",5.6,37,131103,Action, Comedy, Crime
116,The Hitman's Bodyguard,LG/S,176.6,75.5,42.7,101.1,57.3,2017,"Action, Comedy, Thriller",6.9,47,157792,Action, Comedy, Thriller
117,"Three Billboards Outside Ebbing, Missouri",FoxS,159.2,54.5,34.2,104.7,65.8,2017,"Crime, Drama",8.2,88,330832,Crime, Drama,
118,Darkest Hour,Focus,150.9,56.5,37.4,94.4,62.6,2017,"Biography, Drama, History",7.4,75,132626,Biography, Drama, History
119,King Arthur: Legend of the Sword,WB,148.7,39.2,26.3,109.5,73.7,2017,"Action, Adventure, Drama",6.8,41,165058,Action, Adventure, Drama
120,The Foreigner,STX,145.4,34.4,23.7,111,76.3,2017,"Action, Thriller",7,55,79352,Action, Thriller,
121,Girls Trip,Uni.,140.6,115.2,81.9,25.4,18.1,2017,"Comedy, Drama",6.2,71,28506,Comedy, Drama,
122,American Made,Uni.,134.9,51.3,38.1,83.5,61.9,2017,"Action, Biography, Comedy",7.2,65,126679,Action, Biography, Comedy
123,A Bad Moms Christmas,STX,130.6,72.1,55.2,58.4,44.8,2017,"Adventure, Comedy",5.5,42,32072,Adventure, Comedy,
124,Captain Underpants: The First Epic Movie,Fox,125.5,73.9,58.9,51.6,41.1,2017,"Animation, Action, Comedy",6.2,69,21443,Animation, Action, Comedy
125,Happy Death Day,Uni.,125.5,55.7,44.4,69.8,55.6,2017,"Horror, Mystery, Thriller",6.5,58,81523,Horror, Mystery, Thriller
126,The Dark Tower,Sony,113.2,50.7,44.8,62.5,55.2,2017,"Action, Adventure, Fantasy",5.7,34,104100,Action, Adventure, Fantasy
127,Leap!,Wein.,103.2,21.9,21.2,81.4,78.8,2017,"Animation, Adventure, Comedy",6.8,48,16176,Animation, Adventure, Comedy
128,Jigsaw,LGF,103,38.1,37,64.9,63,2017,"Crime, Horror, Mystery",5.8,39,55633,Crime, Horror, Mystery
129,Atomic Blonde,Focus,100,51.7,51.7,48.3,48.3,2017,"Action, Mystery, Thriller",6.7,63,146218,Action, Mystery, Thriller
130,The Shack,LG/S,96.9,57.4,59.2,39.6,40.8,2017,"Drama, Fantasy",6.3,32,25322,Drama, Fantasy,
131,Rings,Par.,83.1,27.8,33.5,55.3,66.5,2017,"Drama, Horror, Mystery",4.5,25,33531,Drama, Horror, Mystery
132,Underworld: Blood Wars,SGem,81.1,30.4,37.4,50.7,62.6,2017,"Action, Adventure, Fantasy",5.8,23,61915,Action, Adventure, Fantasy
133,Lady Bird,A24,78.9,49,62,30,38,2017,"Comedy, Drama",7.4,94,171533,Comedy, Drama,
134,American Assassin,LGF,67.2,36.2,53.9,31,46.1,2017,"Action, Thriller",6.2,45,56541,Action, Thriller,
135,The Nut Job 2: Nutty by Nature,ORF,65.1,28.4,43.5,36.8,56.5,2017,"Animation, Action, Adventure",5.4,36,4673,Animation, Action, Adventure
136,Monster Trucks,Par.,64.5,33.4,51.7,31.1,48.3,2017,"Action, Adventure, Comedy",5.7,41,13282,Action, Adventure, Comedy
137,The Mountain Between Us,Fox,62.8,30.3,48.3,32.5,51.7,2017,"Action, Adventure, Drama",6.4,48,55561,Action, Adventure, Drama
138,The Star,Sony,62.8,40.9,65,22,35,2017,"Animation, Adventure, Comedy",6.1,42,5028,Animation, Adventure, Comedy
139,"Everything, Everything",WB,61.6,34.1,55.4,27.5,44.6,2017,"Drama, Romance",6.4,52,25769,Drama, Romance,
140,Snatched,Fox,60.8,45.9,75.4,15,24.6,2017,"Action, Adventure, Comedy",4.5,45,29356,Action, Adventure, Comedy
141,Molly's Game,STX,59.3,28.8,48.5,30.5,51.5,2017,"Biography, Crime, Drama",7.5,71,100494,Biography, Crime, Drama
142,All the Money in the World,TriS,57,25.1,44.1,31.9,55.9,2017,"Biography, Crime, Drama",6.8,72,58422,Biography, Crime, Drama
143,The Big Sick,LGF,56.4,42.9,76,13.5,24,2017,"Comedy, Drama, Romance",7.6,86,101935,Comedy, Drama, Romance
144,Downsizing,Par.,55,24.4,44.5,30.6,55.5,2017,"Drama, Sci-Fi",5.7,63,72777,Drama, Sci-Fi,
145,"I, Tonya",Neon,53.9,30,55.6,23.9,44.4,2017,"Biography, Comedy, Drama",7.5,77,136232,Biography, Comedy, Drama
146,Logan Lucky,BST,48.5,27.8,57.3,20.7,42.7,2017,"Comedy, Crime, Drama",7,78,103492,Comedy, Crime, Drama
147,All Eyez on Me,LG/S,44.9,44.9,100,,0,2017,"Biography, Drama, Music",5.8,38,18155,Biography, Drama, Music
148,47 Meters Down,ENTMP,44.3,44.3,100,,0,2017,"Adventure, Drama, Horror",5.6,52,37900,Adventure, Drama, Horror
149,Gifted,FoxS,43,24.8,57.6,18.2,42.4,2017,Drama,7.6,60,80108,Drama,,
150,Fist Fight,WB (NL),41.1,32.2,78.3,8.9,21.7,2017,Comedy,5.6,37,34304,Comedy,,
151,The House,WB (NL),34.2,25.6,74.8,8.6,25.2,2017,"Comedy, Crime",5.6,30,31967,Comedy, Crime,
152,Wind River,Wein.,33.8,33.8,100,,0,2017,"Crime, Drama, Mystery",7.7,73,164033,Crime, Drama, Mystery
153,Hostiles,ENTMP,29.8,29.8,100,,0,2017,"Adventure, Drama, Western",7.2,65,50533,Adventure, Drama, Western
154,Home Again,ORF,27,27,100,,0,2017,"Comedy, Drama, Romance",5.8,41,21970,Comedy, Drama, Romance
155,Captain America: Civil War,BV,1153.3,408.1,35.4,745.2,64.6,2016,"Action, Adventure, Sci-Fi",7.8,75,559168,Action, Adventure, Sci-Fi
156,Rogue One: A Star Wars Story,BV,1056.1,532.2,50.4,523.9,49.6,2016,"Action, Adventure, Sci-Fi",7.8,65,468870,Action, Adventure, Sci-Fi
157,Finding Dory,BV,1028.6,486.3,47.3,542.3,52.7,2016,"Animation, Adventure, Comedy",7.3,77,209779,Animation, Adventure, Comedy
158,Zootopia,BV,1023.8,341.3,33.3,682.5,66.7,2016,"Animation, Adventure, Comedy",8,78,375833,Animation, Adventure, Comedy
159,The Secret Life of Pets,Uni.,875.5,368.4,42.1,507.1,57.9,2016,"Animation, Adventure, Comedy",6.5,61,158534,Animation, Adventure, Comedy
160,Batman v Superman: Dawn of Justice,WB,873.6,330.4,37.8,543.3,62.2,2016,"Action, Adventure, Fantasy",6.5,44,568256,Action, Adventure, Fantasy
161,Deadpool,Fox,783.1,363.1,46.4,420,53.6,2016,"Action, Adventure, Comedy",8,65,805202,Action, Adventure, Comedy
162,Suicide Squad,WB,746.8,325.1,43.5,421.7,56.5,2016,"Action, Adventure, Fantasy",6.1,40,521890,Action, Adventure, Fantasy
